cycle,avgPayoff
704,2.7350
705,2.7933
706,2.5733
707,2.7280
708,2.6600
709,2.6033
710,2.6517
711,2.6333
712,2.6200
713,2.7183
714,2.5367
715,2.6933
716,2.7100
717,2.7700
718,2.7200
719,2.6367
720,2.6900
721,2.6750
722,2.5167
723,2.6867
724,2.7100
725,2.5180
726,2.5850
727,2.7133
728,2.5217
729,2.4800
730,2.7100
731,2.6000
732,2.7317
733,2.5300
734,2.7000
735,2.5700
736,2.6100
737,2.6413
738,2.6233
739,2.6200
740,2.7000
741,2.5850
742,2.6833
743,2.6200
744,2.6700
745,2.6400
746,2.7020
747,2.5850
748,2.5617
749,2.7233
750,2.8000
751,2.6233
752,2.6150
753,2.6110
754,2.6767
755,2.7267
756,2.6750
757,2.6167
758,2.5233
759,2.5667
760,2.8167
761,2.6370
762,2.5717
763,2.7367
764,2.6833
765,2.7100
766,2.5000
767,2.6720
768,2.5750
769,2.5133
770,2.4467
771,2.6900
772,2.5900
773,2.5900
774,2.5533
775,2.5100
776,2.6667
777,2.6033
778,2.5650
779,2.7000
780,2.5167
781,2.6350
782,2.5600
783,2.6367
784,2.6583
785,2.6867
786,2.6300
787,2.6033
788,2.7033
789,2.5900
790,2.6800
791,2.5400
792,2.5967
793,2.4767
794,2.5833
795,2.6500
796,2.6383
797,2.6617
798,2.6217
799,2.6400
800,2.6386
801,2.6433
802,2.6400
803,2.5667
804,2.5707
805,2.5300
806,2.6333
807,2.4900
808,2.6033
809,2.5933
810,2.5633
811,2.6333
812,2.7000
813,2.5500
814,2.6933
815,2.5923
816,2.6230
817,2.6700
818,2.6033
819,2.6400
820,2.6650
821,2.7538
822,2.6083
823,2.6983
824,2.6300
825,2.4867
826,2.6467
827,2.5653
828,2.5867
829,2.5367
830,2.7000
831,2.4133
832,2.7000
833,2.6333
834,2.6483
835,2.5067
836,2.6263
837,2.5890
838,2.6000
839,2.6030
840,2.5700
841,2.5900
842,2.5850
843,2.5833
844,2.4467
845,2.5400
846,2.5767
847,2.6233
848,2.5833
849,2.7067
850,2.6317
851,2.6933
852,2.6780
853,2.4930
854,2.5517
855,2.6833
856,2.4500
857,2.6633
858,2.5200
859,2.5950
860,2.5617
861,2.6017
862,2.5567
863,2.4300
864,2.5795
865,2.6600
866,2.6600
867,2.4100
868,2.5950
869,2.5300
870,2.5800
871,2.5867
872,2.5300
873,2.5000
874,2.5700
875,2.6600
876,2.5040
877,2.4650
878,2.6333
879,2.5967
880,2.7217
881,2.5867
882,2.6100
883,2.6100
884,2.6700
885,2.4920
886,2.6450
887,2.6367
888,2.5367
889,2.5083
890,2.5533
891,2.6673
892,2.6347
893,2.6833
894,2.5900
895,2.6900
896,2.7133
897,2.6533
898,2.5400
899,2.7133
900,2.6833
901,2.5800
902,2.6517
903,2.5433
904,2.7030
905,2.6480
906,2.6490
907,2.6167
908,2.6750
909,2.5333
910,2.6967
911,2.7153
912,2.4600
913,2.5100
914,2.5953
915,2.6733
916,2.5583
917,2.6533
918,2.5433
919,2.5133
920,2.4867
921,2.4733
922,2.6800
923,2.5533
924,2.5933
925,2.7050
926,2.6967
927,2.6433
928,2.6533
929,2.7900
930,2.6933
931,2.8333
932,2.5700
933,2.4933
934,2.6967
935,2.6300
936,2.6280
937,2.5533
938,2.5500
939,2.5367
940,2.5700
941,2.6273
942,2.5183
943,2.6267
944,2.4667
945,2.5233
946,2.5500
947,2.5117
948,2.5600
949,2.6367
950,2.5400
951,2.5517
952,2.5000
953,2.4737
954,2.7050
955,2.6667
956,2.4083
957,2.6200
958,2.3833
959,2.6200
960,2.6700
961,2.5133
962,2.5053
963,2.4950
964,2.6300
965,2.6440
966,2.5267
967,2.4733
968,2.5783
969,2.4007
970,2.5490
971,2.3700
972,2.5117
973,2.4883
974,2.4983
975,2.5133
976,2.5600
977,2.3867
978,2.4700
979,2.5167
980,2.4867
981,2.6200
982,2.5833
983,2.5000
984,2.5750
985,2.4900
986,2.3083
987,2.4583
988,2.4867
989,2.2500
990,2.5967
991,2.5410
992,2.2733
993,2.5147
994,2.5033
995,2.4983
996,2.4367
997,2.3150
998,2.4600
999,2.1850
1000,2.4633
1001,2.2367
1002,2.4517
1003,2.2800
1004,2.4217
1005,2.6533
1006,2.5567
1007,2.5283
1008,2.3767
1009,2.6617
1010,2.3573
1011,2.3267
1012,2.4000
1013,2.3250
1014,2.4100
1015,2.2700
1016,2.4533
1017,2.5067
1018,2.3750
1019,2.3967
1020,2.4533
1021,2.4050
1022,2.4200
1023,2.3533
1024,2.4300
1025,2.4733
1026,2.3933
1027,2.4200
1028,2.3500
1029,2.3093
1030,2.3933
1031,2.2767
1032,2.3183
1033,2.3400
1034,2.5580
1035,2.3233
1036,2.2283
1037,2.3300
1038,2.4400
1039,2.2333
1040,2.2600
1041,2.2733
1042,2.3433
1043,2.4333
1044,2.4267
1045,2.4533
1046,2.3500
1047,2.2400
1048,2.3600
1049,2.4033
1050,2.3200
1051,2.3200
1052,2.3833
1053,2.4567
1054,2.1633
1055,2.3833
1056,2.4467
1057,2.4100
1058,2.1533
1059,2.5533
1060,2.2733
1061,2.1467
1062,2.2300
1063,2.2950
1064,2.2100
1065,2.4400
1066,2.2973
1067,2.2300
1068,2.4650
1069,2.2567
1070,2.3867
1071,2.2600
1072,2.2400
1073,2.3600
1074,2.3233
1075,2.2900
1076,2.3233
1077,2.3600
1078,2.2800
1079,2.1500
1080,2.3833
1081,2.3500
1082,2.4267
1083,2.3333
1084,2.3600
1085,2.3467
1086,2.2833
1087,2.3833
1088,2.5100
1089,2.4333
1090,2.3200
1091,2.3133
1092,2.3733
1093,2.1900
1094,2.2433
1095,2.3317
1096,2.4900
1097,2.3200
1098,2.3367
1099,2.3700
1100,2.2750
1101,2.4033
1102,2.3433
1103,2.4500
1104,2.2900
1105,2.4500
1106,2.4367
1107,2.3533
1108,2.3100
1109,2.3200
1110,2.3667
1111,2.4050
1112,2.2800
1113,2.2950
1114,2.3467
1115,2.2683
1116,2.3233
1117,2.1150
1118,2.3433
1119,2.3400
1120,2.2200
1121,2.3233
1122,2.2433
1123,2.3167
1124,2.2400
1125,2.1933
1126,2.5083
1127,2.2100
1128,2.1200
1129,2.3300
1130,2.3760
1131,2.3800
1132,2.3233
1133,2.2367
1134,2.2233
1135,2.1900
1136,2.2433
1137,2.2833
1138,2.1033
1139,2.3200
1140,2.3833
1141,2.1633
1142,2.1200
1143,2.2333
1144,2.3400
1145,2.2467
1146,2.2033
1147,2.3300
1148,2.1933
1149,2.2067
1150,2.3483
1151,2.3967
1152,2.3383
1153,2.4933
1154,2.1450
1155,2.2467
1156,2.2033
1157,2.2183
1158,2.3150
1159,2.5400
1160,2.3683
1161,2.3267
1162,2.4400
1163,2.3967
1164,2.2400
1165,2.1400
1166,2.3333
1167,2.2500
1168,2.3633
1169,2.2983
1170,2.3417
1171,2.2817
1172,2.1467
1173,2.2783
1174,2.2583
1175,2.3400
1176,2.3100
1177,2.2167
1178,2.2467
1179,2.3033
1180,2.2267
1181,2.2300
1182,2.2800
1183,2.1433
1184,2.2800
1185,2.3750
1186,2.2267
1187,2.2667
1188,2.1400
1189,2.3300
1190,2.4733
1191,2.3567
1192,2.5000
1193,2.2983
1194,2.3033
1195,2.3267
1196,2.2700
1197,2.1400
1198,2.1833
1199,2.3200
1200,2.3167
1201,2.1250
1202,2.5250
1203,2.3833
1204,2.1313
1205,2.3467
1206,2.3933
1207,2.2133
1208,2.2533
1209,2.2133
1210,2.2767
1211,2.0273
1212,2.1433
1213,2.3150
1214,2.2033
1215,2.1683
1216,2.2867
1217,2.2000
1218,2.4017
1219,2.3267
1220,2.2350
1221,2.1867
1222,2.4300
1223,2.3800
1224,2.1567
1225,2.2233
1226,2.2947
1227,2.2467
1228,2.3553
1229,2.3300
1230,2.1000
1231,2.2200
1232,2.4267
1233,2.4400
1234,2.3300
1235,2.5100
1236,2.2240
1237,2.2433
1238,2.3700
1239,2.4267
1240,2.3417
1241,2.2633
1242,2.1367
1243,2.4167
1244,2.3250
1245,2.2067
1246,2.0433
1247,2.2067
1248,2.3033
1249,2.3833
1250,2.2233
1251,2.2833
1252,2.0600
1253,2.3233
1254,2.2850
1255,2.1833
1256,2.0900
1257,2.2700
1258,2.1867
1259,2.2450
1260,2.2633
1261,2.0850
1262,2.1967
1263,2.1600
1264,2.2433
1265,2.0933
1266,2.3700
1267,2.1433
1268,2.0433
1269,2.4900
1270,2.2667
1271,2.2020
1272,2.4667
1273,2.2733
1274,2.2400
1275,2.1667
1276,2.2000
1277,2.3033
1278,2.1033
1279,2.3700
1280,2.2633
1281,2.1950
1282,2.2517
1283,2.2050
1284,2.1000
1285,2.3200
1286,2.2947
1287,2.2550
1288,2.3733
1289,2.2747
1290,2.2767
1291,2.3083
1292,2.1200
1293,2.3900
1294,2.3533
1295,2.2733
1296,2.0733
1297,2.3200
1298,2.2267
1299,2.0283
1300,2.1300
1301,2.2233
1302,2.1653
1303,2.2400
1304,2.2400
1305,2.2133
1306,2.2100
1307,2.2400
1308,2.2657
1309,2.2367
1310,2.2000
1311,2.0500
1312,2.1833
1313,2.2000
1314,2.2967
1315,2.3030
1316,2.2733
1317,2.1900
1318,2.0467
1319,2.2350
1320,2.2117
1321,2.2900
1322,2.2467
1323,2.2833
1324,2.1400
1325,2.0933
1326,2.1683
1327,2.2033
1328,2.1533
1329,2.1333
1330,2.2567
1331,2.1600
1332,2.0133
1333,2.1333
1334,2.0600
1335,2.0533
1336,2.1233
1337,2.1567
1338,2.2740
1339,2.1333
1340,2.1500
1341,2.0300
1342,2.3100
1343,2.0933
1344,2.3133
1345,2.1100
1346,2.2000
1347,2.3033
1348,2.1900
1349,2.0000
1350,2.2900
1351,2.1317
1352,2.1633
1353,1.9800
1354,2.0533
1355,2.2730
1356,2.2100
1357,2.1400
1358,2.1600
1359,2.0933
1360,2.1150
1361,2.1500
1362,2.2633
1363,2.1450
1364,2.1000
1365,2.2267
1366,2.2450
1367,2.1933
1368,2.1000
1369,2.0933
1370,2.0367
1371,2.1900
1372,2.1867
1373,2.0100
1374,2.4167
1375,2.1933
1376,2.1633
1377,2.0533
1378,2.2083
1379,2.0200
1380,2.2533
1381,2.2667
1382,2.1633
1383,2.2600
1384,2.0900
1385,2.1750
1386,2.1073
1387,2.2700
1388,2.2117
1389,2.1617
1390,2.1000
1391,2.2200
1392,2.3533
1393,2.1100
1394,2.0600
1395,2.0833
1396,2.1900
1397,2.2433
1398,2.0700
1399,2.2667
1400,2.2667
1401,2.0650
1402,2.2033
1403,2.0617
1404,2.0000
1405,2.1100
1406,2.1067
1407,2.0800
1408,2.1167
1409,2.1000
1410,2.0633
1411,1.9167
1412,2.1050
1413,2.0400
1414,2.1817
1415,2.1567
1416,1.9700
1417,1.9333
1418,2.0200
1419,2.0900
1420,1.8633
1421,2.0507
1422,2.0317
1423,2.1400
1424,2.0800
1425,2.0300
1426,2.0000
1427,2.1233
1428,1.8733
1429,2.0067
1430,1.9500
1431,1.9900
1432,2.0100
1433,2.0100
1434,2.1000
1435,2.1600
1436,2.1383
1437,2.2030
1438,2.0150
1439,2.2000
1440,1.8167
1441,2.0000
1442,2.1100
1443,2.0100
1444,1.8300
1445,2.1433
1446,2.0200
1447,2.0667
1448,2.1700
1449,2.2250
1450,1.8900
1451,2.0650
1452,2.0133
1453,1.9040
1454,2.1633
1455,2.0567
1456,2.0900
1457,2.0100
1458,1.9833
1459,2.1033
1460,2.2467
1461,1.8680
1462,2.1400
1463,1.8900
1464,1.9800
1465,1.8650
1466,1.9267
1467,2.0600
1468,1.9900
1469,2.0000
1470,1.9167
1471,2.0700
1472,1.8650
1473,1.9100
1474,2.1100
1475,1.8827
1476,1.9267
1477,2.0100
1478,2.1133
1479,2.0267
1480,2.1200
1481,2.1133
1482,2.1667
1483,1.9833
1484,2.0533
1485,2.0300
1486,1.9300
1487,2.0733
1488,1.9333
1489,2.0300
1490,2.0200
1491,2.0133
1492,2.0200
1493,1.8933
1494,1.9867
1495,1.8733
1496,2.1183
1497,2.1000
1498,2.0380
1499,1.9267
1500,1.9800
1501,2.1200
1502,1.8433
1503,1.9700
1504,2.0667
1505,1.7500
1506,2.0100
1507,1.8333
1508,1.8400
1509,1.8267
1510,1.8917
1511,1.9100
1512,1.9067
1513,1.9833
1514,1.9800
1515,1.9433
1516,1.9040
1517,1.9400
1518,1.9567
1519,1.8267
1520,2.0233
1521,1.9867
1522,1.8300
1523,1.9300
1524,1.9600
1525,1.8933
1526,1.9250
1527,1.9000
1528,1.8700
1529,1.7867
1530,1.8100
1531,1.8267
1532,2.0433
1533,1.8867
1534,1.7600
1535,2.0050
1536,1.7700
1537,1.9767
1538,1.8333
1539,1.9533
1540,1.9033
1541,1.9000
1542,2.0233
1543,1.9800
1544,1.8667
1545,1.7767
1546,1.8400
1547,1.8333
1548,1.8767
1549,1.9600
1550,1.8933
1551,2.0100
1552,2.0533
1553,1.8733
1554,1.9083
1555,1.8100
1556,2.0200
1557,1.9500
1558,2.1100
1559,1.9400
1560,1.8227
1561,2.0000
1562,2.0133
1563,1.8033
1564,1.9067
1565,1.9833
1566,2.0967
1567,1.9833
1568,1.8833
1569,2.0267
1570,1.8400
1571,1.9167
1572,1.7967
1573,1.9173
1574,1.8700
1575,1.9933
1576,2.1800
1577,1.8700
1578,1.8500
1579,1.9867
1580,1.8367
1581,1.8700
1582,1.9400
1583,1.8000
1584,1.8967
1585,1.7733
1586,1.7600
1587,1.8980
1588,1.9333
1589,1.8533
1590,1.9667
1591,1.7800
1592,1.9900
1593,1.8233
1594,1.8733
1595,2.0167
1596,1.9800
1597,1.8267
1598,1.9633
1599,1.5367
1600,1.8567
1601,1.9500
1602,1.8000
1603,1.8783
1604,2.0300
1605,1.9033
1606,1.8450
1607,1.9400
1608,1.9917
1609,1.9700
1610,2.0317
1611,1.8300
1612,1.7700
1613,2.0233
1614,1.7483
1615,1.8967
1616,1.8667
1617,1.7900
1618,1.7467
1619,1.8200
1620,1.6800
1621,1.7400
1622,1.7067
1623,1.9200
1624,1.9300
1625,1.8067
1626,1.7200
1627,1.8967
1628,1.9333
1629,1.8033
1630,1.8450
1631,1.8800
1632,1.9967
1633,1.9367
1634,1.8300
1635,1.9233
1636,1.6833
1637,1.7900
1638,1.9067
1639,1.8567
1640,1.8533
1641,1.8600
1642,1.9800
1643,1.7933
1644,1.9367
1645,1.7900
1646,1.8200
1647,1.9067
1648,1.9000
1649,1.8233
1650,1.7933
1651,1.6000
1652,1.8467
1653,1.9967
1654,1.9350
1655,1.8517
1656,1.8367
1657,1.7217
1658,1.8033
1659,2.0250
1660,1.7200
1661,1.8667
1662,1.9367
1663,1.9500
1664,1.8767
1665,1.6650
1666,1.9500
1667,1.8733
1668,1.9700
1669,1.6400
1670,1.7900
1671,1.9533
1672,1.7600
1673,1.8600
1674,1.7033
1675,2.0800
1676,1.9150
1677,1.7133
1678,1.8450
1679,1.7033
1680,1.9167
1681,1.8567
1682,1.9333
1683,1.7000
1684,1.7767
1685,1.8500
1686,1.6800
1687,1.7800
1688,1.6833
1689,1.7067
1690,1.7733
1691,1.8500
1692,1.8200
1693,1.8400
1694,1.8633
1695,1.7267
1696,1.8200
1697,1.7633
1698,1.6400
1699,1.7400
1700,1.7600
1701,1.7000
1702,1.7500
1703,1.6500
1704,1.5967
1705,1.7267
1706,2.0433
1707,2.0333
1708,1.7200
1709,1.7900
1710,1.6267
1711,1.7040
1712,1.7000
1713,1.7883
1714,1.8867
1715,1.8233
1716,1.8617
1717,1.8367
1718,1.6850
1719,1.6850
1720,1.6400
1721,1.8100
1722,1.7100
1723,1.5367
1724,1.5067
1725,1.8267
1726,1.8433
1727,1.5433
1728,1.7700
1729,1.7033
1730,1.6400
1731,1.6100
1732,1.5700
1733,1.6200
1734,1.7367
1735,1.8300
1736,1.5000
1737,1.5400
1738,1.7133
1739,1.6500
1740,1.7100
1741,1.6900
1742,1.5133
1743,1.7933
1744,1.5500
1745,1.6433
1746,1.4800
1747,1.6300
1748,1.5300
1749,1.7100
1750,1.5967
1751,1.7500
1752,1.6200
1753,1.5400
1754,1.6167
1755,1.5633
1756,1.7667
1757,1.7000
1758,1.6267
1759,1.5100
1760,1.7100
1761,1.6500
1762,1.5300
1763,1.6333
1764,1.6567
1765,1.6567
1766,1.5767
1767,1.5400
1768,1.6100
1769,1.5867
1770,1.6600
1771,1.6100
1772,1.6600
1773,1.7000
1774,1.4200
1775,1.6567
1776,1.6600
1777,1.7100
1778,1.6800
1779,1.6933
1780,1.5733
1781,1.5967
1782,1.7000
1783,1.7600
1784,1.5400
1785,1.5367
1786,1.6167
1787,1.5000
1788,1.5467
1789,1.6500
1790,1.8250
1791,1.7167
1792,1.5400
1793,1.4833
1794,1.5300
1795,1.4800
1796,1.6900
1797,1.4600
1798,1.5500
1799,1.7500
1800,1.8733
1801,1.8800
1802,1.5567
1803,1.6500
1804,1.7500
1805,1.5900
1806,1.7500
1807,1.6167
1808,1.5600
1809,1.5100
1810,1.5233
1811,1.5300
1812,1.5800
1813,1.5800
1814,1.4833
1815,1.5533
1816,1.5367
1817,1.6767
1818,1.4567
1819,1.6600
1820,1.4767
1821,1.5700
1822,1.5433
1823,1.4300
1824,1.6000
1825,1.5800
1826,1.5967
1827,1.3000
1828,1.4033
1829,1.4200
1830,1.4733
1831,1.5833
1832,1.4800
1833,1.4967
1834,1.4400
1835,1.4500
1836,1.5000
1837,1.5700
1838,1.5340
1839,1.5567
1840,1.4817
1841,1.4800
1842,1.4767
1843,1.5300
1844,1.5900
1845,1.5500
1846,1.6850
1847,1.5400
1848,1.5933
1849,1.4400
1850,1.5700
1851,1.5333
1852,1.5467
1853,1.5467
1854,1.5500
1855,1.6367
1856,1.4967
1857,1.4100
1858,1.5100
1859,1.6200
1860,1.5333
1861,1.5333
1862,1.4067
1863,1.5333
1864,1.4800
1865,1.6300
1866,1.2700
1867,1.3900
1868,1.6300
1869,1.3500
1870,1.4200
1871,1.4200
